Government,Region,Issuing Area of Government,Title,Type,Date,OSS Specific?,Stated Objective: Cost,Stated Objective: Sovereignty,Stated Objective: Support for National Industry,Stated Objective: Modernization,Stated Objective: Transparency,Stated Objective: Security,Action,Term,Status,Comments,Source,Source II,Notes
South Korea,Asia,Ministry,Memorandum of Understanding (MoU),Support,2016,Yes,-,-,X,-,-,-,Procurement - advisory,OSS,Approved,Ministry of Science and ICT and the Ministry of National Defense signed a Memorandum of Understanding (MoU) to promote technology development and utilization of open source software and Internet of Things (IoT) to lower dependency on foreign software companies.,http://article.nadiapub.com/IJAST/vol118/5.pdf,,
South Korea,Asia,Ministry,OSS investment ,Support,2005,Yes,X,-,-,-,-,-,Procurement - advisory,OSS,Approved,The Ministry of Information and Communication will promote OSS use in government by offering a total of 3 billion Won to agencies switching from proprietary software. The agency stated it hopes to increase the free use of OSS.,https://web.archive.org/web/20050405215401/http://www.cio-today.com/story.xhtml?story_id=31871,,
South Korea,Asia,Ministry,1st Basic Plan for Open SW Activation,Strategy,2004,Yes,X,-,X,-,-,-,Procurement - mandatory,OSS,Approved,"The 1st plan created by the Ministry of Science, ICT and Future Planning provides an outline and funding for the adoption of open software by the government and public institutions. This includes creating an OSS support center, engaging the OSS community, and creating OSS standards.",http://www.dt.co.kr/contents.html?article_no=2004061702010460699002&frommobile=1,https://www.etnews.com/200510270140,
South Korea,Asia,Ministry,Plan for Administrative and Public Organization Information Resource Cloud Conversion and Integration Promotion,Strategy,2018,No,-,-,X,X,-,-,Procurement - mandatory,OSS,Approved,"The Ministry of Public Administration and Security announced a government investment of over 800 billion won in transitioning their systems to cloud. In the first project proposal request as a part of this plan, the government specified for database management system (DBMS) and web application server (WAS) that domestic and public software should be applied first when configuring the cloud service transition environment.",https://www.ddaily.co.kr/news/article/?no=220115,https://news.v.daum.net/v/20210722150404185,
South Korea,Asia,Ministry,Plan for Promoting the Pilot Introduction of PC Open OS for Public Institutions,Strategy,2020,Yes,X,-,X,-,-,-,Procurement - mandatory,OSS,Approved,The Ministry of Public Administration and Security stated computer operating system used by the Korean government is to be replaced with an operating system developed by a domestic company based on OSS.,https://news.v.daum.net/v/20200204150508999,,
South Korea,Asia,Ministry,Replacing Proprietary Software,Support,2006,Yes,X,-,X,-,-,-,Procurement - mandatory,OSS,Approved,"The Ministry of Information and Communication has announced its plan to replace proprietary software with OSS in many systems by 2007, in a move to promote competition and reduce cost.",https://web.archive.org/web/20031024063323/http://zdnet.com.com/2100-1104-5084811.html,,
South Korea,Asia,Ministry,Government transition to Linux OS,Support,2019,Yes,X,X,X,-,-,-,Procurement - mandatory,OSS,Approved,"The Ministry of the Interior and Safety stated the government will switch the operating system of its computers from Windows to Linux, beginning first with testing for compatibility within the Ministry of the Interior and Safety's systems before expanding to the rest of the government. Officials noted the move is to reduce cost, shift reliance on companies, and create an opportunity for relevant domestic companies to participate in the market. ",https://web.archive.org/web/20190601232243/http://www.koreaherald.com/view.php?ud=20190517000378,https://beebom.com/south-korea-switching-linux/,
South Korea,Asia,Ministry,Linux operating system government adoption,Support,2004,Yes,X,-,-,-,-,-,Procurement - mandatory,OSS,Approved,"The National IT Industry Promotion Agency (NIPA) announced city and provincial governments nationwide will adopt the Linux operating system through around 1,000 information systems projects. NIPA also announced the establishment of a OSS call center to assist in training professionals in OSS management.",https://web.archive.org/web/20070213120421/http://english.etnews.co.kr/news/detail.html?id=200402230006,http://www.seincnc.com/bbs_view_body.php?code=bbs_news&page=1&number=130&PHPSESSID=ae36932b231f4e3c8982f47b0a5a4334,
South Korea,Asia,Ministry,5th Basic Plan for Open SW Activation,Strategy,2018,Yes,-,-,-,X,-,-,R&D,OSS,Proposed,"The Ministry of Science, ICT and Future Planning has said ""We are now preparing the 5th open software activation plan."" The plan will focus on increasing the creation of global OSS projects, the conversion of private software to public, and the compliance rate of OSS licenses.",https://zdnet.co.kr/view/?no=20180706230645,,
South Korea,Asia,Ministry,Software Promotion Act,Directives & Regulation,2020,No,-,-,X,-,-,-,R&D,OSS,Approved,"Ministry of Science, ICT and Future Planning stated in this act that national software research and development projects will distribute their results as open-source software.",https://elaw.klri.re.kr/eng_mobile/viewer.do?hseq=54778&type=sogan&key=54,,
South Korea,Asia,Ministry,2nd Basic Plan for Open SW Activation,Strategy,2009,Yes,-,-,X,-,-,-,R&D,OSS,Approved,"The 2nd plan created by the Ministry of Science, ICT and Future Planning focuses on focused on production and technology development for OSS to strengthen industrial self-sufficiency.",https://www.comworld.co.kr/news/articleView.html?idxno=48797,http://www.bikorea.net/news/articleView.html?idxno=19155,
South Korea,Asia,Ministry,3rd Basic Plan for Open SW Activation,Strategy,2012,Yes,-,-,X,-,-,-,R&D,OSS,Approved,"The 3rd plan created by the Ministry of Science, ICT and Future Planning  focuses on securing technological competitiveness and globalization.",https://zdnet.co.kr/view/?no=20180706230645,http://www.bikorea.net/news/articleView.html?idxno=19155,
South Korea,Asia,Ministry,4th Basic Plan for Open SW Activation,Strategy,2014,Yes,-,-,X,-,-,-,R&D,OSS,Approved,"The 4th plan created by the Ministry of Science, ICT and Future Planning focuses on open OS business, nurturing global talent through development support, business license verification, and created a computing environment that is not biased towards a specific OS.",https://www.comworld.co.kr/news/articleView.html?idxno=48797,http://www.bikorea.net/news/articleView.html?idxno=19156,
South Korea,Asia,Legislative,Software Industry Promotion Act,Bill,2020,No,-,-,X,-,-,-,R&D,OSS,Approved,The Act states that the government shall the make the results of national R&D projects publicly available as open software.,https://www.cisp.or.kr/archives/23194,,
South Korea,Asia,Ministry,Software Ecosystem Innovation Strategy,Strategy,2021,No,-,-,X,-,-,-,R&D,OSS,Approved,"The Ministry of Science, ICT and Future Planning created a plan to increase global competitiveness of new technologies and industries based on OSS. It promotes the development of private open source projects.",https://www.msit.go.kr/bbs/view.do?sCode=user&nttSeqNo=3180369&pageIndex=&searchTxt=&searchOpt=ALL&bbsSeqNo=94&mId=113&mPid=112,,
South Korea,Asia,Ministry,"Establishing an education system dedicated to the
open source software",Support,2006,Yes,-,-,-,-,-,-,R&D,OSS,Approved,The ministry of national defense developed an education system dedicated to open source software.,http://article.nadiapub.com/IJAST/vol118/5.pdf,,
South Korea,Asia,Ministry, eGovernment Standard Framework,Support,2009,No,-,-,X,-,-,-,R&D,OSS,Approved,The Ministry of Public Administration and Security created a framework that intends to standardize software development and is based on OSS. There have been multiple versions (updates) of this framework since its introduction in 2009.,https://www.egovframe.go.kr/eng/sub.do?menuNo=2,,
South Korea,Asia,Ministry,Open Source Software Invigoration Plan,Support,2014,Yes,-,-,X,-,-,-,R&D,OSS,Approved,"The Ministry of Science, ICT & Future Planning plans to technically support an increased use of OSS and provided a plan for its adoption through 2019. The stated reasons for increased adoption is to promote OS competition and further create a domestic OSS ecosystem.",https://english.etnews.com/20140627200001,,
South Korea,Asia,Ministry,Open source software verification and utilization system,Support,2008,Yes,X,-,-,X,-,-,R&D,OSS,Approved,"The Ministry of Culture, Sports and Tourism and the Computer Program Protection Committee plan to build a database of open source SW, collect and analyze information about various open source SW licenses, and support open source SW development. ",https://www.korea.kr/news/policyNewsView.do?newsId=148657788,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2007,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2008,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2009,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2010,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2011,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2012,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2013,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2014,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2015,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2016,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2017,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2018,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2019,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2020,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
South Korea,Asia,Ministry,Open Source Software World Challenge,Support,2021,Yes,-,-,-,X,-,-,Training,OSS,Approved,"The Ministry of Science, ICT and Future Planning hosts a challenge every year since 2007 and provides lectures on OSS development, implementation, and collaboration, as well as functional testing and license verification.",https://www.oss.kr/dev_competition,,
Sri Lanka,Asia,Ministry,"National Digital Policy for Sri Lanka
2020-2025",Strategy,2019,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,The Ministry of Digital Infrastructure and Information Technology (MDIIT) & Information and Communication Technology Agency of Sri Lanka created a policy that states egovernance standards should specify that the Government will make use of open source software to the extent possible/as required.,https://www.kdu.ac.lk/ekdu/images/acts/Draft_National_Digital_PolicyFINAL07102019.pdf,https://enterprisenews.lk/?p=179,
Sri Lanka,Asia,Agency,ICT Chairman Speech,Support,2004,Yes,X,X,X,X,-,-,Procurement - advisory,OSS,Approved,"ICT Agency Chair stated, ""While the Government realizes that Open Source is not suitable for all situations, it supports and encourages its use where it provides a benefit.  Sri Lankan companies too may benefit by adopting open source development methodologies when they make business sense.""",https://web.archive.org/web/20040319193959/http://www.icta.lk/Insidepages/News&event/012604whatsnew.asp,,
Sri Lanka,Asia,Agency,eGovernment Policies and Procedures,Strategy,2013,Yes,X,-,-,X,-,-,Procurement - mandatory,OSS,Approved,"The policy, released by the Information and Communication Technology Agency, stated OSS solutions are cheaper and thus the government procurement process should facilitate OSS proposals. Licensed original software must be used in government departments at all times, and open source free licensing software may also be used in such cases. It states government organizations should always consider the use of Open source software as the first option for developing eGovernment solutions due to its proven benefits.",https://www.icta.lk/icta-assets/uploads/2016/03/eGov-Policy-structured-v4-0.pdf,,
St. Kitts and Nevis,Central America and the Caribbean,Executive,National Information and Communications Technology (ICT) Strategic Plan,Strategy,2006,No,-,-,-,X,-,-,Tech Neutrality,OSS,Approved,"Related to the building infrastructure goal, the strategy seeks to ""enforce affordable universal access and interconnectivity, reliability and technological neutrality "". Strategy seeks to promote training and capacity  in the use and customization of OSS in order to sustain generalized use of OSS in parallel with proprietary ones.",https://caribbean.eclac.org/publications/st-kitts-and-nevis-national-information-and-communications-technology-ict-strategic,https://unstats.un.org/unsd/dnss/docViewer.aspx?docID=2297,
St. Lucia,Central America and the Caribbean,Ministry,ICT in Education Policy and Strategy for Saint Lucia (2019 - 2022),Strategy,2019,No,X,-,-,X,-,-,Procurement - advisory,OSS,Approved,"To achieve the goal of ensuring equitable access to ICT resources for all students and teachers , the strategy, under IC-S1.2 sets that the Ministry of Education will promote the use of open source software wherever possible and supply these tools to schools. This will reduce the total cost of ownership in comparison with paying for proprietary software.",https://planipolis.iiep.unesco.org/sites/default/files/ressources/saint-lucia_ictined-policy_finaljune27.pdf,,
St. Vincent and the Grenadines,Central America and the Caribbean,Executive,National ICT Strategy and Action Plan 2010-2015,Strategy,2010,No,-,-,-,X,-,-,Training,OSS,Approved,"Strategy seeks to promote deployment of OSS, to promote modern software technology for efficiency in education, as well as to promote skill development and professional capacity building. ",https://www.gov.vc/images/PoliciesActsAndBills/SVGICTStrategyAndActionPlanFinal.pdf,,
State of Palestine,Middle East,Ministry,Open Source Software in Ministries and Government Institutions,Support,2009,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,The Ministry of Communications and Information Technology spearheaded a workshop that focused on implementing OSS in government institutions and called for future exchanges on technical experiences with OSS between ministries and government agencies.  ,https://bit.ly/3HcC9td,,
State of Palestine,Middle East,Ministry,Free and Open Source Programs and their Importance for the Palestinian National Economy,Support,2012,Yes,X,-,X,X,-,-,R&D,Both,Approved,"The Ministry of Communications and Information Technology created a study day where participants stressed the importance of raising awareness and developing technical OSS skills and the need for major institutions, especially government institutions, to start the process of adopting open source software.",https://www.mtit.gov.ps/index.php/c_home/showNew/814,,
Syria,Middle East,Ministry,The reality of the software industry in Syria,Other,2012,No,X,-,X,X,-,-,Procurement - advisory,OSS,Approved,"In a study commissioned by the Ministry of Communications and Technology, it notes OSS is a good alternative to commercial software and promotes efforts to increase reliance on OSS. It also notes the need for an action plan to introduce open source software into the core of the Syrian software industry. The study notes this is the finding of researchers and does not necessarily represent the opinion of the Ministry.",http://web.archive.org/web/20190303144832/https:/www.moct.gov.sy/sites/default/files/uploadss/SoftwareInSyria%20(4).pdf,,
Taiwan,Asia,Ministry,OSS Support Statement,Support,2018,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"The Digital Minister of Taiwan, Audrey Tang, is a former OSS programmer and stated open source is a national priority for Taiwan. She also mentioned the desire to have the government procurement process be open by default. Taiwan also funds the Taiwan Open Source Software Collaborative.",https://sayit.pdis.nat.gov.tw/2018-12-26-conversation-with-unitychain#s253194,,
Taiwan,Asia,Ministry,Government PCs Linux Compatible,Directives & Regulation,2006,Yes,X,-,-,-,-,-,Procurement - mandatory,OSS,Approved,"The Central Trust of China, Taiwan's government procurement agency, stated all government desktop PC‘s must be Linux compatible.",https://www.zdnet.com/article/taiwan-mandates-linux-ready-pcs/,,
Taiwan,Asia,Ministry,Government spending for OSS development,Support,2003,Yes,X,X,-,-,-,-,R&D,OSS,Approved,Taiwan will spend US$3.4 million into promoting OSS development. The government aims to have 30% of servers and 5% of personal computers operating on open-source software by 2007.,https://web.archive.org/web/20031231222910/http://www.asiacomputerweekly.com/acw_ViewArt.cfm?Magid=1&Artid=21899&Catid=8&subcat=79,,
Taiwan,Asia,Legislative,Government plans to implement open source software R&D project,Support,2002,Yes,X,-,X,-,-,-,R&D,OSS,Approved,The Commission of the Legislative Yuan wants to encourage R&D of OSS and open the source code to government agencies and private establishments. The initiative aimed to decrease licensing fees for the government‘s 1.23 million PCs.,https://web.archive.org/web/20030608044456/http://www.taipeitimes.com/News/archives/2002/06/04/0000138868,"https://web.archive.org/web/20080725084227/http://news.zdnet.co.uk/itmanagement/0,1000000308,2131322,00.htm",
Thailand,Asia,Ministry,Agencies back initiatives using Thai OSS,Support,2004,Yes,X,X,-,-,-,-,Procurement - advisory,OSS,Approved,"In October 2001, Government officials from the National Electronic and Computer Technology Centre (NECTEC), an agency under the  Ministry of Higher Education, Science, Research and Innovation, announced that agencies would begin backing initiatives aimed at using the Thai language OSS (Pladoa) in an effort to reduce costs, reduce software piracy, and increase the self-sufficiency of Thailand‘s economy.  Some members of Parliament have also proposed incorporating open source specifications into government IT procurement.","International Trade Administration, U.S. Department of Commerce, ""Open Source Software Policy Initiatives""",https://web.archive.org/web/20040703110047/http://www.unctad.org/en/docs/ecdr2003ch4_en.pdf,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Thailand,Asia,Ministry,Information and Communications Ministry endorsed open source software,Support,2002,Yes,-,-,-,-,-,-,Procurement - advisory,FLOSS / FOSS,Approved,"The Information and Communications Ministry strongly endorsed open source software in connection with an announcement of 95 new ICT projects for 2003… the Ministry would encourage government agencies to increase the use of free software, including the Pladoa (Thai language open source software) operating system.","International Trade Administration, U.S. Department of Commerce, ""Open Source Software Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Thailand,Asia,Ministry,Promoting OSS in the private sector,Support,2003,Yes,-,-,X,-,-,-,R&D,OSS,Approved,Agreement between the ICT Ministry and the Ministry of Science and Technology to develop and promote OSS in private sector.,204 Company Correspondence (February 2004),,"Details need to be confirmed. No access to original source, cannot locate it elsewhere."
Thailand,Asia,Ministry,Ministry to support open source technology with funding and policy initiatives,Support,2003,Yes,-,-,-,-,-,-,R&D,OSS,Proposed,The Information and Communications Ministry announced that the Ministry would support open source technology with funding and policy initiatives.,"International Trade Administration, U.S. Department of Commerce, ""Open Source Software Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Thailand,Asia,Ministry,ICT PC Project,Support,2003,Yes,X,-,-,X,-,-,Procurement - advisory,OSS,Approved,"The ICT Ministry created an agreement with the Thai Software Industry (ATSI) to stimulate OSS development and to distribute one million Linux based computers by May 2004. By August 2003, the government had sold 300,000 PCs.",https://web.archive.org/web/20041215213833/http://www.linuxinsider.com/story/32110.html,,
Thailand,Asia,Ministry,OSS Use Encouragement,Support,2005,Yes,X,-,-,-,-,-,Procurement - advisory,OSS,Approved,"The National Electronic and Computer Technology Centre (NECTEC) director, an agency under the  Ministry of Higher Education, Science, Research and Innovation, is encouraging the use of OSS to combat the use of illegal software. The Thai government stated it has no plans to replace all proprietary software, but is aiming for a 50% OSS penetration rate. Employees NECTEC can also only purchase Microsoft licenses if they can prove their work is complicated enough to require Microsoft Office.","https://web.archive.org/web/20071221130148/http://www.zdnetasia.com/insight/specialreports/0,39044853,39230757-2,00.htm",,
Thailand,Asia,Ministry,Linux Adoption in Government Agencies,Support,2005,Yes,X,-,-,-,-,-,Procurement - advisory,OSS,Approved,"The Software Industry Promotion Agency (SIPA) under the  Minister of Information and Communication Technology (MICT) is driving Linux adoption in government agencies, schools, and universities.","https://web.archive.org/web/20050720083307/http://news.zdnet.co.uk/software/linuxunix/0,39020390,39187561,00.htm",,
Thailand,Asia,Ministry,Open-source software-development roadmap,Other,2008,Yes,-,-,X,-,-,-,R&D,OSS,Approved,Thailand‘s Software Industry Promotion Agency (SIPA) under the  Minister of Information and Communication Technology (MICT) has developed Thailand‘s first open-source software-development roadmap to transform the country into a leading open- source development centre by 2011. The agency has allocated a budget of about US$1.5 million a year to encourage open-source software development and achieve its roadmap goals.,https://web.archive.org/web/20100620204536/http://www.futuregov.net/articles/2008/oct/09/thai-govt-unveils-first-open-source-software-devel/,,
Trinidad & Tobago,Central America and the Caribbean,Executive,National ICT Plan (2014-2018),Strategy,2014,No,-,-,X,-,-,-,How to Use,FLOSS / FOSS,Approved,OSS as a supporting mechanism for the implementation of the ICT Plan. Point  10.2 outlines a monitoring system for OSS use in public and private sector; developing comprehensive policy; migration and implementation in the public sector among other areas.,https://mpa.gov.tt/sites/default/files/file_upload/docs/smarTTNationalICTPlan2014-2018.pdf,,
Trinidad & Tobago,Central America and the Caribbean,Executive,Position Paper on Open Source Software and the Government of Trinidad and Tobago,Other,2014,Yes,X,-,-,X,-,-,How to Use,OSS,Approved,The aim of this paper is to provide some insight into what is OSS and the possibilities it can bring as one of several ICTs in Government.,https://mpa.gov.tt/publications/Open%20Source%20Software%20Position%20Paper%20-%20Draft,,
Trinidad & Tobago,Central America and the Caribbean,Executive,National ICT Plan (2012-2016) Draft,Strategy,2012,No,-,-,X,X,-,-,How to Use,FLOSS / FOSS,Failed,"GoRTT will engage in activities that will seek to promote activities that require interoperability with open standards, rather than proprietary standards. ",http://caribbeanelections.com/eDocs/strategy/tt_strategy/tt_National_ICT_Plan_2012_2016.pdf,,
Tunisia,Africa,Executive,FOSS Policy,Strategy,2001,Yes,-,-,X,X,-,-,Procurement - advisory,FLOSS / FOSS,Approved,"In July 2001, the Government of Tunisia defined a FOSS policy. The objectives included encouraging migration to FOSS, including FOSS in school curricula, providing incentives to FOSS company start-ups, and ensuring that public procurement policies are not biased against FOSS.",http://web.archive.org/web/20081012063705/http://r0.unctad.org/ecommerce/ecommerce_en/freeopen_encount.htm,,
Turkey,Middle East,Agency, Eleventh Development Plan,Strategy,2019,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,The Development Plan by the Strategy and Budget Department details that open source software will also be disseminated in public institutions and institutional capacity will be improved in this field. It also makes a plan that regulation will be issued for preference of open source software in public ICT investments.,https://web.archive.org/web/20200505191906/https://sbb.gov.tr/wp-content/uploads/2020/03/On_BirinciPLan_ingilizce_SonBaski.pdf,,
Turkey,Middle East,Ministry,Information Society Strategy and Action Plan (2015–2018),Strategy,2015,No,-,-,X,X,-,X,Procurement - advisory,OSS,Approved,"The Information Society Strategy and Action Plan (2015–2018) from the Ministry of Development encourages the use of OSS within the Turkish public administration. The Strategy promoted the development of an OSS industry and network in Turkey, aiming at supporting the use of OSS in public sector and increased use of IT in the entire economy. The Strategy also aimed at fostering the use of Pardus.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_TR.pdf,,
Turkey,Middle East,Ministry,"Information
Society Strategy and Action Plan 2006-2010",Strategy,2006,No,-,-,X,X,-,-,Procurement - advisory,OSS,Approved,The Ministry of Development created a strategy that encouraged the use of OSS in the public sector. ,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_TR.pdf,,
Turkey,Middle East,Ministry,National eGovernment Strategy and Action Plan (2016-2019),Strategy,2016,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,The National eGovernment Strategy and Action Plan created by the Ministry of Transport Maritime Affairs (now the Ministry of Transport and Infrastructure) and Communications calls for the preparation of a roadmap for the use of OSS within Turkey’s public administration and aims to generalize of the use of OSS for priority information systems in Turkish public agencies.,https://afyonluoglu.org/PublicWebFiles/strategies/2016ESEP/2016-2019%20National-e-Government-StrategyAnd%20Action-Plan-EN.pdf,,
Turkey,Middle East,Agency,Government agencies install Pardus Linux ,Support,2007,Yes,X,X,-,X,-,-,Procurement - mandatory,FLOSS / FOSS,Approved,"Through a project spearheaded by the Scientific and Technological Research Council of Turkey (TÜBİTAK), developers created Pardus, a Linux distribution specifically targeted at Turkish GNU./Linux users. Turkey's Military Recruitment Division installed Pardus Linux on 4,500 of its desktops and 500 of its servers. The Radio and Television Regulatory Authority (RTÜK) of Turkey and the Manisa Province Health Directorate also installed Pardus in their systems.",https://joinup.ec.europa.eu/collection/open-source-observatory-osor/document/new-kid-block-turkish-pardus-linux-distribution,,
Turkey,Middle East,Agency,2020 Annual Programme of the Turkish Presidency,Strategy,2020,No,X,-,X,-,-,X,Procurement - mandatory,OSS,Approved,"The programme from the Strategy and Budget Department states open source software will be expanded in public institutions and institutional capacity will be developed. It also outlines the development of an OSS ecosystem in Turkey, as well as the launch of an open source platform.",https://sbb.gov.tr/wp-content/uploads/2019/11/2020_Yili_Cumhurbaskanligi_Yillik_Programi.pdf,,
Uganda,Africa,Agency,"The National Free and Open Source Software, And Open Standards Policy",Strategy,2014,Yes,-,-,-,X,-,-,Procurement - mandatory,Both,Approved,"Requires full consideration to be given to open source solutions by the government, in order to avoid vendor lock-in",https://bssennoga.files.wordpress.com/2014/09/open-source-policy-v0-3-2014-09-21.pdf,,
Ukraine,Europe,Legislative,Open Source Software Preference Bill,Bill,2003,Yes,X,-,-,X,-,-,Procurement - mandatory,OSS,Failed,"A member of Parliament introduced a new version of an open source software preference bill originally submitted in August 2002. The bill mandates the use of free software and free licenses in all government institutions at the state and local level and state-owned agencies when such software ""exists in the market (or is freely accessible); and does not yield to 'closed' software and/or has advantages compared with the 'closed' software according to correlation of price and function.""","International Trade Administration, U.S. Department of Commerce, ""European OSS Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Ukraine,Europe,Legislative,Open Source Software Preference Bill,Bill,2005,Yes,X,-,-,X,-,-,Procurement - mandatory,OSS,Failed,Similar version introduced and considered in 2005.,"International Trade Administration, U.S. Department of Commerce, ""European OSS Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
United Kingdom,Europe,Ministry,Open Source Software: Use within UK Government. V. 2,Strategy,2004,Yes,X,-,-,X,-,X,Procurement - advisory,OSS,Approved,"The updated version of Government policy on the use of Open Source Software within the UK government specifies software choices should be made on a money-for-value basis, giving no preference to OSS. The National Technical Authority for Information Assurance (CESG) will examine issues regarding OSS for use in government systems.",https://web.archive.org/web/20050301193849/http://www.govtalk.gov.uk/documents/oss_policy_version2.pdf,,
United Kingdom,Europe,Executive,Conclusions on government-funded R&D software outputs,Support,2003,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"The e-Envoy Office and the Department of Industry and Trade (DTI) adopted interim conclusions on government-funded R&D software output that state  if no exploitation route is specified for government-funded R&D software outputs, the default position of the government should be to adopt an open source software license which complies with the OSI definition (which includes the GPL and Berkeley style licenses) or a UK-specific analogue of it and ""all government-funded software should be accompanied by appropriate documentation which will assist the exploitation via the open source software license.""","International Trade Administration, U.S. Department of Commerce, ""European OSS Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
United Kingdom,Europe,Executive,Open Standards Principles Policy,Strategy,2012,Yes,X,-,-,X,-,-,Procurement - advisory,OSS,Approved,Published by the UK Government to boost the use of open standards by the country's public administrations.,https://www.gov.uk/government/publications/open-standards-principles,https://www.gov.uk/government/publications/open-standards-principles/open-standards-principles,
